day,dest cou,Seats,Population Density,Countries
2022-02-16,IN,441.0335249042146,380.7713541630226,India
2022-02-16,IT,106.03352490421456,205.2668746266676,Italy
2022-02-16,LB,106.03352490421456,594.6827884615385,Lebanon
2022-02-16,QA,106.03352490421456,189.43699292249264,Qatar
2022-02-16,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-02-16,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-17,AE,605.1676245210728,69.13588516746411,United Arab Emirates (the)
2022-02-17,BD,106.03352490421456,1173.3339699162489,Bangladesh
2022-02-17,BE,106.03352490421456,370.9372707023061,Belgium
2022-02-17,CH,181.03352490421457,196.76405746541656,Switzerland
2022-02-17,DE,318.10057471264366,226.4689795026637,Germany
2022-02-17,ES,106.03352490421456,95.2690781011932,Spain
2022-02-17,FR,53.5,103.37630106197412,France
2022-02-17,GB,318.10057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-17,GR,181.03352490421457,81.66026053941815,Greece
2022-02-17,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-02-17,IN,865.1676245210729,380.7713541630225,India
2022-02-17,IT,106.03352490421456,205.2668746266676,Italy
2022-02-17,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-02-17,LB,106.03352490421456,594.6827884615385,Lebanon
2022-02-17,MA,106.03352490421456,74.6225484268279,Morocco
2022-02-17,SA,199.03352490421457,12.909915383148268,Saudi Arabia
2022-02-17,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-18,AE,1002.734674329502,69.13588516746411,United Arab Emirates (the)
2022-02-18,BH,106.03352490421456,1771.8592105263158,Bahrain
2022-02-18,CH,75.0,196.76405746541656,Switzerland
2022-02-18,FR,212.06704980842912,103.37630106197412,France
2022-02-18,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-18,IN,454.5670498084292,380.7713541630226,India
2022-02-18,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-02-18,LB,106.03352490421456,594.6827884615385,Lebanon
2022-02-18,PH,106.03352490421456,336.6612533333333,Philippines (the)
2022-02-18,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-02-18,UA,106.03352490421456,73.61357136939773,Ukraine
2022-02-18,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-19,AE,941.2681992337166,69.13588516746411,United Arab Emirates (the)
2022-02-19,BE,212.06704980842912,370.9372707023061,Belgium
2022-02-19,BH,256.0335249042146,1771.8592105263158,Bahrain
2022-02-19,CH,168.03352490421457,196.76405746541656,Switzerland
2022-02-19,ES,81.0,95.2690781011932,Spain
2022-02-19,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-19,GR,54.0,81.66026053941815,Greece
2022-02-19,IN,485.6005747126437,380.7713541630226,India
2022-02-19,MY,106.03352490421456,92.50909664177634,Malaysia
2022-02-19,QA,106.03352490421456,189.43699292249264,Qatar
2022-02-19,SA,169.03352490421457,12.909915383148268,Saudi Arabia
2022-02-19,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-20,FR,106.03352490421456,103.37630106197412,France
2022-02-20,MY,106.03352490421456,92.50909664177634,Malaysia
2022-02-20,SA,186.0,12.909915383148268,Saudi Arabia
2022-02-21,IN,106.03352490421456,380.7713541630226,India
2022-02-21,SA,212.06704980842912,12.909915383148268,Saudi Arabia
2022-02-22,AE,106.03352490421456,69.13588516746411,United Arab Emirates (the)
2022-02-22,BH,93.0,1771.8592105263158,Bahrain
2022-02-23,AE,1352.3687739463603,69.13588516746411,United Arab Emirates (the)
2022-02-23,BD,212.06704980842912,1173.3339699162489,Bangladesh
2022-02-23,BE,106.03352490421456,370.9372707023061,Belgium
2022-02-23,BH,181.03352490421457,1771.8592105263158,Bahrain
2022-02-23,DE,393.1005747126437,226.4689795026637,Germany
2022-02-23,FR,106.03352490421456,103.37630106197412,France
2022-02-23,IE,106.03352490421456,69.61855904828312,Ireland
2022-02-23,IN,354.5335249042146,380.7713541630226,India
2022-02-23,IT,106.03352490421456,205.2668746266676,Italy
2022-02-23,PH,106.03352490421456,336.6612533333333,Philippines (the)
2022-02-23,QA,106.03352490421456,189.43699292249264,Qatar
2022-02-23,US,212.06704980842912,32.70372369087204,United States of America (the)
2022-02-24,AE,1484.4693486590038,69.13588516746411,United Arab Emirates (the)
2022-02-24,BE,106.03352490421456,370.9372707023061,Belgium
2022-02-24,BH,362.0670498084292,1771.8592105263158,Bahrain
2022-02-24,CH,75.0,196.76405746541656,Switzerland
2022-02-24,CY,106.03352490421456,128.54794076316074,Cyprus
2022-02-24,DE,187.03352490421457,226.4689795026637,Germany
2022-02-24,ES,212.06704980842912,95.2690781011932,Spain
2022-02-24,GB,371.60057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-24,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-02-24,IN,653.1005747126437,380.7713541630226,India
2022-02-24,IT,106.03352490421456,205.2668746266676,Italy
2022-02-24,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-02-24,LB,75.0,594.6827884615385,Lebanon
2022-02-24,MA,106.03352490421456,74.6225484268279,Morocco
2022-02-24,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2022-02-24,QA,106.03352490421456,189.43699292249264,Qatar
2022-02-24,TR,75.0,101.35033220089797,Turkey
2022-02-24,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-25,AE,1165.7681992337166,69.13588516746411,United Arab Emirates (the)
2022-02-25,BE,81.0,370.9372707023061,Belgium
2022-02-25,BH,106.03352490421456,1771.8592105263158,Bahrain
2022-02-25,CH,62.0,196.76405746541656,Switzerland
2022-02-25,DE,156.0,226.4689795026637,Germany
2022-02-25,GB,318.10057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-25,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-02-25,IE,106.03352490421456,69.61855904828312,Ireland
2022-02-25,IN,212.06704980842912,380.7713541630226,India
2022-02-25,LB,106.03352490421456,594.6827884615385,Lebanon
2022-02-25,MA,106.03352490421456,74.6225484268279,Morocco
2022-02-25,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2022-02-25,PH,106.03352490421456,336.6612533333333,Philippines (the)
2022-02-25,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-02-26,AE,305.06704980842915,69.13588516746411,United Arab Emirates (the)
2022-02-26,BH,287.06704980842915,1771.8592105263158,Bahrain
2022-02-26,GB,252.53352490421457,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-26,LB,106.03352490421456,594.6827884615385,Lebanon
2022-02-26,MA,81.0,74.6225484268279,Morocco
2022-02-26,QA,106.03352490421456,189.43699292249264,Qatar
2022-02-26,SA,349.0335249042146,12.909915383148268,Saudi Arabia
2022-02-26,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-02-27,BH,75.0,1771.8592105263158,Bahrain
2022-02-27,IN,106.03352490421456,380.7713541630226,India
2022-02-27,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-02-28,AE,636.2011494252873,69.13588516746411,United Arab Emirates (the)
2022-02-28,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-02-28,IN,212.06704980842912,380.7713541630226,India
